序号	英文	释义
2077	expire	期满， 终止； 断气， 死亡 (vi.)
2078	smuggle	走私， 非法私运； 偷运， 偷带 (vt.)
2079	hustle	催促，赶紧做；猛推，挤，强迫 (v.)
2080	oppose	反对， 反抗 (vt.)
2081	device	器械， 装置； 设计； 手段， 策略 (n.)
2082	commentary	实况报道， 解说词； 评论， 评论文章 (n.)
2083	sue	控告， 起诉； 要求， 请求 (v.)
2084	conservative	保守的，守旧的；不时兴的，传统的 (adj.)
2085	belly	肚子， 腹部 (n.)
2086	access	接近；通道，入口；接近的机会 (n.)
2087	conference	会议， 讨论会； 讨论， 商谈 (n.)
2088	primitive	原始的，早期的；简单的；粗糙的 (adj.)
2089	knob	球形把手， 球形柄； 旋钮； 小块 (n.)
2090	advisable	可取的； 适当的 (adj.)
2091	overcome	战胜， 克服； 压倒， 使受不了 (vt.)
2092	cabin	小屋； 船舱， 机舱 (n.)
2093	recite	背诵， 朗诵； 列举， 一一说出 (v.)
2094	oppress	压迫， 压制； 使沉重， 使烦恼 (vt.)
2095	current	当前的，通用的；流行的，流传的 (adj.)
2096	heel	脚后跟， 踵； 后跟 (n.)
2097	gloom	昏暗， 阴暗； 忧郁， 沮丧 (n.)
2098	adore	崇拜， 敬慕； 爱慕， 热爱； 非常喜欢 (vt.)
2099	persist	坚持， 持续 (vi.)
2100	caution	小心，谨慎；注意，警告 (n.)
2101	offensive	冒犯的，无礼的，使人不快的；进攻的，攻击性的 (adj.)
2102	texture	质地； 结构 (n.)
2103	closet	私下的；隐蔽的 (adj.)
2104	speculate	推测， 推断； 投机， 做投机买卖 (v.)
2105	dismantle	拆开， 拆卸 (vt.)
2106	monster	大的， 庞大的 (adj.)
2107	bud	发芽， 萌芽 (vi.)
2108	confirm	证实， 肯定； 确认； 批准 (vt.)
2109	bug	虫子；小病；故障，缺陷；窃听器 (n.)
2110	acquaint	使认识， 使了解； 使熟悉 (vt.)
2111	elastic	有弹性的； 灵活的 (adj.)
2112	consequent	作为结果的， 随之发生的 (adj.)
2113	vast	巨大的， 大量的； 浩瀚的 (adj.)
2114	intervene	干涉， 干预； 干扰， 阻挠 (vi.)
2115	symbol	象征； 符号， 标志 (n.)
2116	ignite	着火 (vi.)
2117	commercial	商业的， 商务的； 商品化的， 商业性的 (adj.)
2118	revelation	被提示的真相， 新发现； 揭示， 透露， 显示 (n.)
2119	available	现成可使用的， 通用的； 可取的； 联系的； 可得到的 (adj.)
2120	innumerable	无数的， 数不清的 (adj.)
2121	advocate	拥护， 提倡， 主张 (vt.)
2122	confine	限制，使局限；使不外出，禁闭 (vt.)
2123	quest	寻找， 搜索； 追求 (n.)
2124	frequency	屡次， 次数， 频率； 经常发生 (n.)
2125	elicit	诱出， 探出 (vt.)
2126	relegate	使降位， 使降级； 把…委托给 (vt.)
2127	trivial	琐碎的， 不重要的 (adj.)
2128	burial	葬， 掩埋； 葬礼 (n.)
2129	luggage	行李 (n.)
2130	drawback	缺点， 欠缺； 不利条件 (n.)
2131	longevity	长寿， 寿命 (n.)
2132	military	军事的；军用的 (adj.)
2133	dynamic	动力的， 动力学的； 动态的； 有活力的， 有生气的 (adj.)
2134	wardrobe	衣柜； 全部衣物 (n.)
2135	reluctant	不情愿的， 勉强的 (adj.)
2136	conscientious	认真的， 勤勤恳恳的 (adj.)
2137	passion	激情， 热情； 酷爱 (n.)
2138	generate	发生， 引起； 生殖 (vt.)
2139	extreme	极度的；最后的 (adj.)
2140	tuck	把边塞到下面；把…夹入，把…藏入 (vt.)
2141	authoritative	有权威性的， 可信的； 专断的， 命令式的 (adj.)
2142	athlete	运动员， 体育家 (n.)
2143	upright	挺直着， 竖立着 (adv.)
2144	extract	取出，抽出；采掘，提炼，榨取；获得，索取；摘录['3kstr?kt] (vt.)
2145	obscure	不著名的，不重要的；费解的，模糊不清的 (adj.)
2146	dismay	失望，气馁；惊恐 (n.)
2147	expend	花费， 消费； 消耗 (vt.)
2148	forge	打制， 锻造； 伪造 (vt.)
2149	demonstrate	说明， 论证； 表露 (vt.)
2150	region	地区， 地带， 区域； 范围， 幅度 (n.)
2151	deceive	行骗 (vi.)
2152	preview	预映， 预演； 预告 (n.)
2153	ingenious	设计独特的， 别致的， 巧妙的； 灵巧的， 善于创造发明的 (adj.)
2154	questionnaire	问卷， 征求意见表 (n.)
2155	breakthrough	突破， 突破性进展， 重要的新发现 (n.)
2156	snack	快餐， 小吃， 点心 (n.)
2157	yoke	牛轭；束缚，枷锁 (n.)
2158	destination	目的地， 终点； 目标 (n.)
2159	throne	御座， 宝座； 王位， 王权 (n.)
2160	privacy	个人自由； 隐私， 私生活， 私事 (n.)
2161	reciprocal	相互的； 互惠的 (adj.)
2162	vertical	垂直的， 竖式的 (adj.)
2163	inventory	详细目录， 存货清单 (n.)
2164	vivid	鲜艳的； 生动的， 栩栩如生的 (adj.)
2165	flush	发红 (vi.)
2166	heir	继承人 (n.)
2167	screw	螺丝 (n.)
2168	kit	成套工具，成套用品；配套元件 (n.)
2169	virtue	善， 美德； 优点， 长处 (n.)
2170	emphasize	强调， 着重 (vt.)
2171	turnover	营业额， 成交量； 人员调整， 人员更替率 (n.)
2172	mortal	终有一死的；致命的；你死我活的，不共戴天的 (adj.)
2173	coverage	新闻报道； 覆盖范围 (n.)
2174	figure	出现；合乎情理 (vi.)
2175	brutal	野兽般的， 残忍的； 无情的， 冷酷的， 难以忍受的 (adj.)
2176	slight	轻微的，微小的 (adj.)
2177	ore	矿， 矿石 (n.)
2178	corrupt	堕落的，腐败的，贪赃舞弊的 (adj.)
2179	preclude	排除； 阻止， 妨碍 (vt.)
2180	previous	先的， 前的， 以前的 (adj.)
2181	regime	政治制度， 政权 (n.)
2182	transmit	传送， 传递； 传染； 播送， 发射 (vt.)
2183	commemorate	纪念， 庆祝 (vt.)
2184	argue	争论，争辩，辩论 (vi.)
2185	consumption	消耗， 消费； 肺病 (n.)
2186	spectator	观众， 旁观者 (n.)
2187	premature	比预期时间早的； 不成熟的， 仓促的 (adj.)
2188	superior	上级的，较高的；优越的；有优越感的，高傲的 (adj.)
2189	drought	干旱， 旱灾 (n.)
2190	periodical	周期的； 定期的； 时而发生的 (adj.)
2191	leaflet	散发传单 (v.)
2192	accessory	附件， 零件， 配件； 装饰品； 同谋， 帮凶， 包庇犯 (n.)
2193	compromise	妥协； 危及； 放弃 (v.)
2194	retort	反驳， 回嘴 (n&v.)
2195	electrify	使充电， 使电气化； 使激动， 使兴奋 (vt.)
2196	seminar	研究班， 研讨会 (n.)
2197	fringe	附加的 (adj.)
2198	competition	比赛； 竞争 (n.)
2199	beyond	在更远处， 再往后 (adv.)
2200	hazard	危险，公害 (n.)
2201	justify	证明…是正当的 (vt.)
2202	dreadful	糟透了的， 极不合意的； 极端的， 极其大的； 可怕的 (adj.)
2203	voluntary	自愿的， 志愿的 (adj.)
2204	connection	连接； 联系； 连接物， 连接点； 亲戚 (n.)
2205	proof	耐…的， 能防…的 (adj.)
2206	militant	激进的；好斗的 (adj.)
2207	simulate	模仿， 模拟； 假装， 冒充 (vt.)
2208	intricacy	错综复杂； (n.)
2209	phase	阶段； 方面； 相， 相位 (n.)
2210	dilute	稀释的， 冲淡的 (adj.)
2211	inclusive	包括一切的， 包括一切费用在内的； 所有数目包括在内的 (adj.)
2212	efficiency	效率； 功效， 效能 (n.)
2213	ethnic	种族的 (adj.)
2214	spectacle	演出， 场面； 景象， 壮观； 眼镜 (n.)
2215	overhead	在头顶上 (adv.)
2216	contract	缩小； 订合同； 感染， 染上 (v.)
2217	conclude	结束， 终了 (vi.)
2218	profitable	有利可图的， 有益的 (adj.)
2219	misfortune	不幸， 厄运， 逆境； 不幸事故， 灾难， 灾祸 (n.)
2220	comprehension	理解， 理解力， 领悟； 理解力测验 (n.)
2221	susceptible	易受影响的； 过敏的； 能经受的， 容许的 (adj.)
2222	leather	皮革； 皮革制品 (n.)
2223	insight	洞察力； 洞悉， 深刻的见解 (n.)
2224	intact	完整无缺的； 未经触动的； 未受损伤的 (adj.)
2225	instrumental	起作用的， 有帮助的； 用乐器演奏的 (adj.)
2226	fabric	织物， 纺织品； 结构 (n.)
2227	revolutionary	革命的；革新的 (adj.)
2228	unemployment	失业， 失业人数 (n.)
2229	juvenile	少年的，少年特有的；幼稚的，不成熟的 (adj.)
2230	force	强迫；用力推动，用力打开 (vt.)
2231	sympathetic	同情的； 和谐的； 赞同的， 支持的； 合意的 (adj.)
2232	periodic	周期的， 定期的， 时而发生的 (adj.)
2233	distribution	分发， 分配， 分布 (n.)
2234	derive	起源， 衍生 (vi.)
2235	capacity	容量； 能力； 能量； 才能； 身份， 地位 (n.)
2236	cope	应付， 处理 (vi.)
2237	overhear	无意中听到， 偷听到 (vt.)
2238	dart	猛冲，飞奔 (vi.)
2239	flaw	缺点， 瑕疵， 缺陷 (n.)
2240	saturate	使湿透， 浸透； 使充满， 使饱和 (vt.)
2241	feature	特征，特色；面貌；特写，专题节目；故事片 (n.)
2242	flat	平直地； 直截了当地 (adv.)
2243	assert	肯定地说， 断言； 维护， 坚持； 坚持己见 (vt.)
2244	climax	高潮， 最令人兴奋的部分 (n.)
2245	recall	回忆； 召回， 叫回； 收回， 撤销 (vt.)
2246	rectangular	长方形的， 矩形的 (adj.)
2247	flap	飘动， 拍动； 振翅 (vi.)
2248	precise	精确的， 准确的； 严谨的 (adj.)
2249	sensible	明智的， 合情理的 (adj.)
2250	objection	反对， 异议； 反对的理由 (n.)
2251	precious	珍贵的， 宝贵的 (adj.)
2252	contrive	谋划， 策划； 设法做到； 设计， 想出 (vt.)
2253	inhabitant	居民， 住户 (n.)
2254	fraction	小部分， 片断； 【数】 分数 (n.)
2255	token	象征性的， 装样子的 (adj.)
2256	emotion	情感， 感情； 激动 (n.)
2257	massive	大的， 大而重的； 大块的； 大量的， 大规模的 (adj.)
2258	assess	对估价； 评价， 评论 (vt.)
2259	mingle	混合起来， 相混合； 相交往， 相往来 (vi.)
2260	prescription	处方， 药方， 药； 开处方， 开药方 (n.)
2261	edible	可以吃的， 可食用的 (adj.)
2262	prone	易于…的， 很有可能…的； 俯卧的 (adj.)
2263	chorus	合唱队；合唱，合唱曲；副歌，叠句；齐声，齐声说的话 (n.)
2264	owe	欠； 应把…归功于； 感激， 感恩 (vt.)
2265	asset	资产， 财产； 有价值的特性或技能， 优点 (n.)
2266	exposition	阐述， 讲解； 展览会， 博览会 (n.)
2267	minimum	最低的， 最小的 (adj.)
2268	apology	道歉， 认错， 谢罪 (n.)
2269	reveal	揭露， 泄露； 展现， 显示 (vt.)
2270	adequate	足够的； 可以胜任的 (adj.)
2271	owl	猫头鹰 (n.)
2272	cork	软木，软木塞 (n.)
2273	tremendous	极大的， 非常的； 精彩的， 了不起的 (adj.)
2274	norm	标准， 规范； 准则 (n.)
2275	condense	使冷凝， 使凝结； 浓缩， 压缩， 简缩 (vt.)
2276	impetus	推动， 促进， 刺激； 推动力 (n.)
2277	indignation	愤怒， 愤慨， 义愤 (n.)
2278	barrier	栅栏； 检票口； 屏障； 障碍， 隔阂 (n.)
2279	realistic	现实的； 实际可行的； 现实主义的， 逼真的 (adj.)
2280	divert	使转向， 使改道； 转移， 转移…的注意力； 使娱乐， 使消遣 (vt.)
2281	conspicuous	显眼的， 明显的 (adj.)
2282	verse	诗， 诗句 (n.)
2283	criminal	犯罪的， 刑事的 (adj.)
2284	furious	狂怒的， 暴怒的； 强烈的， 激烈的 (adj.)
2285	obesity	过度肥胖 (n.)
2286	tan	晒成棕褐色 (vi.)
2287	individual	个别的；独特的 (adj.)
2288	briefcase	公文包， 公事包 (n.)
2289	nuisance	讨厌的人； 麻烦事 (n.)
2290	brace	做好准备；振作精神 (vi.)
2291	constrain	限制， 约束； 克制， 抑制 (vt.)
2292	brisk	轻快的， 生气勃勃的； 兴隆的， 繁忙活跃的； 寒冷而清新的 (adj.)
2293	prestige	威信， 威望 (n.)
2294	insulation	绝缘 (n.)
2295	cord	细绳， 粗线， 索； 灯芯绒裤 (n.)
2296	startle	使惊吓， 使吃惊 (vt.)
2297	interim	暂时的，临时的 (adj.)
2298	fraud	欺诈， 诈骗； 骗子 (n.)
2299	testimony	证词； 见证， 证明 (n.)
2300	council	理事会， 委员会 (n.)
2301	reaffirm	重申； 再确认 (vt.)
2302	enforce	实施， 执行； 强制， 强迫， 迫使 (vt.)
2303	glitter	闪闪发光，闪耀 (vi.)
2304	destined	命中注定的， 预定的； 以…为目的地的 (adj.)
2305	repression	压抑， 压制， 镇压 (n.)
2306	fragile	易碎的， 脆的， 易损坏的； 虚弱的， 脆弱的 (adj.)
2307	penalty	处罚， 惩罚； 罚金 (n.)
2308	sociology	社会学 (n.)
2309	exile	流放，流亡；被流放者，流亡国外者 (n.)
2310	scale	大小，规模；等级，级别；天平，磅秤；比例；刻度，标度；鳞 (n.)
2311	gigantic	巨大的， 庞大的 (adj.)
2312	distinct	与其他不同的； 清楚的， 明确的 (adj.)
2313	vegetation	植物， 草木 (n.)
2314	recovery	恢复， 痊愈； 追回， 寻回， 收复 (n.)
2315	geology	地质学； 地质情况 (n.)
2316	hoist	举起，升起，吊起 (vt.)
2317	aware	知道的， 意识到的 (adj.)
2318	quart	夸脱 (n.)
2319	numerical	数字的； 用数字表示的； 数值的 (adj.)
2320	limp	一瘸一拐地走，蹒跚 (vi.)
2321	security	安全， 保障； 抵押品； 证券 (n.)
2322	award	奖，奖品；判定 (n.)
2323	buck	猛然弓背跃起 (vi.)
2324	eligible	有条件被选中的； 合适的， 合意的 (adj.)
2325	alarm	惊恐，忧虑，警报 (n.)
2326	feeble	虚弱的， 衰弱的， 无力的； 无效的， 无益的 (adj.)
2327	appraisal	估计， 估量； 评价 (n.)
2328	continual	连续的； 频频的 (adj.)
2329	herb	药草， 香草； 草本植物 (n.)
2330	prose	散文 (n.)
2331	limb	肢， 臂， 腿； 树枝 (n.)
2332	orientation	方向， 目标， 方位； 熟悉情况， 适应， 情况介绍 (n.)
2333	refreshment	茶点， 点心； 恢复， 精神爽快 (n.)
2334	confidence	信任， 信赖； 信心， 自信 (n.)
2335	arbitrary	随心所欲的； 专断的 (adj.)
2336	intent	专心的， 专注的； 急切的 (adj.)
2337	passive	被动的， 消极的 (adj.)
2338	fertilizer	肥料 (n.)
2339	corresponding	相应的， 符合的 (adj.)
2340	oath	誓言， 誓约； 咒骂， 诅咒语 (n.)
2341	response	回答， 答复； 反应， 响应 (n.)
2342	treaty	条约， 协议， 协定 (n.)
2343	dignity	庄严， 端庄； 尊严， 高贵 (n.)
2344	challenge	挑战，邀请比赛；艰巨的任务；怀疑，质问 (n.)
2345	rival	竞争的，对抗的 (adj.)
